super_opeid,name,type,tier,iclevel,state,count,access,success,mobility
3389,Washington And Jefferson College,Private Non-profit,Selective private,Four-year,PA,290.66666,4.2800097,32.289608,1.3819983
3768,Washington And Lee University,Private Non-profit,Other elite schools (public and private),Four-year,VA,405.33334,1.1189628,51.02306,.57092899
2108,Washington College,Private Non-profit,Selective private,Four-year,MD,251.33333,3.371383,36.491436,1.2302661
10453,Washington State Community College,Public,Two-year (public and private not-for-profit),Two-year,OH,326.66666,15.353462,8.9618769,1.3759583
3800,Washington State University,Public,Selective public,Four-year,WA,2624,4.5168157,32.862625,1.4843441
2520,Washington University In St. Louis,Private Non-profit,Other elite schools (public and private),Four-year,MO,1405.6666,1.9383473,53.508263,1.037176
2328,Washtenaw Community College,Public,Two-year (public and private not-for-profit),Two-year,MI,1627.3334,8.9792557,10.202141,.91607618
6931,Waubonsee Community College,Public,Two-year (public and private not-for-profit),Two-year,IL,1098.3334,6.2704654,13.6275,.85450763
5294,Waukesha County Technical College,Public,Two-year (public and private not-for-profit),Two-year,WI,947.33331,3.8989251,13.862456,.54048675
3663,Wayland Baptist University,Private Non-profit,Selective private,Four-year,TX,308.5,14.025079,13.90229,1.949807
2980,Wayne Community College,Public,Two-year (public and private not-for-profit),Two-year,NC,562.33331,18.131716,4.776556,.86607158
9230,Wayne County Community College District,Public,Two-year (public and private not-for-profit),Two-year,MI,1408,27.205006,3.6831691,1.0020063
2566,Wayne State College,Public,Selective public,Four-year,NE,466,8.358366,11.837852,.98945105
2329,Wayne State University,Public,Selective public,Four-year,MI,1782.3334,12.600836,19.422808,2.4474361
3391,Waynesburg University,Private Non-profit,Selective private,Four-year,PA,259.66666,10.090327,23.602777,2.3815975
3664,Weatherford College,Public,Two-year (public and private not-for-profit),Two-year,TX,680.33331,12.577263,14.992773,1.8856804
1540,Webber International University,Private Non-profit,Selective private,Four-year,FL,90,13.637572,10.962901,1.4950737
3680,Weber State University,Public,Selective public,Four-year,UT,2817.3333,3.6054473,23.89518,.86152816
2521,Webster University,Private Non-profit,Selective private,Four-year,MO,432.66666,4.6681557,18.641897,.87023276
2224,Wellesley College,Private Non-profit,Other elite schools (public and private),Four-year,MA,527.66669,5.522336,43.610973,2.4083447
2901,Wells College,Private Non-profit,Selective private,Four-year,NY,80,7.6454968,32.175682,2.4599907
3801,Wenatchee Valley College,Public,Two-year (public and private not-for-profit),Two-year,WA,516.66669,13.642414,11.426025,1.5587857
2225,Wentworth Institute Of Technology,Private Non-profit,Selective private,Four-year,MA,613.33331,6.6957331,39.073475,2.6162558
1433,Wesley College,Private Non-profit,Selective private,Four-year,DE,323.66666,9.8910351,24.16502,2.3901706
1424,Wesleyan University,Private Non-profit,Other elite schools (public and private),Four-year,CT,662,4.197135,46.78479,1.9636208
3328,West Chester University Of Pennsylvania,Public,Selective public,Four-year,PA,1921.3334,4.2028327,30.296284,1.2733021
10487,West Georgia Technical College,Public,Two-year (public and private not-for-profit),Two-year,GA,434.33334,17.113344,5.0302792,.86084902
207,West Hills Community College District,Public,Two-year (public and private not-for-profit),Two-year,CA,808,22.535126,11.652232,2.6258452
3823,West Liberty University,Public,Selective public,Four-year,WV,447.16666,8.7068167,14.825795,1.2908548
7950,West Shore Community College,Public,Two-year (public and private not-for-profit),Two-year,MI,184,18.644136,10.500699,1.9577645
3665,West Texas A&M University,Public,Selective public,Four-year,TX,906.66669,10.390026,20.727842,2.1536281
27,West Valley-Mission Community College District,Public,Two-year (public and private not-for-profit),Two-year,CA,1567.3334,8.6101971,27.388355,2.3581915
65,West Virginia Community And Technical College System,Public,Selective public,Four-year,WV,1071,13.474824,11.871826,1.5997078
9054,West Virginia Northern Community College,Public,Two-year (public and private not-for-profit),Two-year,WV,330.33334,17.860945,6.522624,1.1650023
3826,West Virginia State University,Public,Selective public,Four-year,WV,741.33331,13.962171,9.691761,1.3531802
64,"West Virginia University, West Virginia University Institute Of Technology, West Virginia University - Parkersburg, And Potomac State College",Public,Selective public,Four-year,WV,4418.6665,7.6165147,21.485952,1.6364807
3830,West Virginia Wesleyan College,Private Non-profit,Selective private,Four-year,WV,331,6.656363,8.8534679,.58931899
2981,Western Carolina University,Public,Selective public,Four-year,NC,989.33331,7.032896,15.790118,1.1105026
1380,Western Connecticut State University,Public,Selective public,Four-year,CT,790.5,4.5886779,37.904152,1.7392995
10170,Western Dakota Technical Institute,Public,Two-year (public and private not-for-profit),Two-year,SD,261.33334,14.857266,11.602063,1.7237494
1780,Western Illinois University,Public,Selective public,Four-year,IL,1888.6666,4.7720103,24.19943,1.1547993
21715,Western International University,Private For-profit,Four-year for-profit,Four-year,AZ,66.666664,17.776806,2.7647543,.49148506
7316,Western Iowa Tech Community College,Public,Two-year (public and private not-for-profit),Two-year,IA,635,11.18032,8.4689407,.94685471
2002,Western Kentucky University,Public,Selective public,Four-year,KY,2511,10.337527,13.611117,1.4070529
2330,Western Michigan University,Public,Selective public,Four-year,MI,3988.6667,3.4533064,29.114986,1.0054296
2560,Western Nebraska Community College,Public,Two-year (public and private not-for-profit),Two-year,NE,353.16666,15.650648,10.824676,1.6941319
10363,Western Nevada College,Public,Nonselective four-year public,Four-year,NV,497,12.680697,9.5598431,1.2122548
2226,Western New England University,Private Non-profit,Selective private,Four-year,MA,488.66666,3.8180861,52.819981,2.0167124
2664,Western New Mexico University,Public,Selective public,Four-year,NM,266.33334,23.116117,13.372535,3.0912108
3146,Western Oklahoma State College,Public,Two-year (public and private not-for-profit),Two-year,OK,257.66666,18.90847,13.293253,2.5135508
3209,Western Oregon University,Public,Selective public,Four-year,OR,683.66669,5.7862887,21.63822,1.2520498
2982,Western Piedmont Community College,Public,Two-year (public and private not-for-profit),Two-year,NC,326.66666,14.004035,5.1782289,.72516102
1372,Western State Colorado University,Public,Selective public,Four-year,CO,454.33334,5.2782526,14.749024,.77849078
20983,"Western Technical College of El Paso, TX",Private For-profit,Two-year for-profit,Two-year,TX,224,43.691811,15.413422,6.7344031
3840,"Western Technical College of La Crosse, WI",Public,Two-year (public and private not-for-profit),Two-year,WI,974.33331,11.482605,6.6066422,.7586146
9549,Western Texas College,Public,Two-year (public and private not-for-profit),Two-year,TX,176.66667,17.644911,16.703848,2.9473791
3802,Western Washington University,Public,Selective public,Four-year,WA,2358.3333,3.3749826,33.458622,1.1292228
3933,Western Wyoming Community College,Public,Two-year (public and private not-for-profit),Two-year,WY,430,9.7083454,17.918615,1.739601
2189,Westfield State University,Public,Selective public,Four-year,MA,790,3.9406271,22.829441,.89962316
2523,"Westminster College of Fulton, MO",Private Non-profit,Selective private,Four-year,MO,159,3.3177302,46.46397,1.5415492
3392,"Westminster College of New Wilmington, PA",Private Non-profit,Selective private,Four-year,PA,298,4.7175326,38.931629,1.8366122
3681,"Westminster College of Salt Lake City, UT",Private Non-profit,Selective private,Four-year,UT,262,5.4876299,31.020376,1.7022834
1341,Westmont College,Private Non-profit,Highly selective private,Four-year,CA,296.66666,3.7199788,29.336681,1.0913182
10176,Westmoreland County Community College,Public,Two-year (public and private not-for-profit),Two-year,PA,1014.3333,13.406292,7.1096339,.95313823
30727,Westwood College - Los Angeles,Private For-profit,Four-year for-profit,Four-year,CA,412.5,26.944929,6.6545949,1.7930759
11626,Westwood College - South Bay,Private For-profit,Four-year for-profit,Four-year,CA,52.5,30.418411,10.455142,3.1802881
3668,Wharton County Junior College,Public,Two-year (public and private not-for-profit),Two-year,TX,1259,12.713491,22.558363,2.8679557
10364,Whatcom Community College,Public,Two-year (public and private not-for-profit),Two-year,WA,762.33331,9.2134428,16.376242,1.5088155
2227,"Wheaton College of Norton, MA",Private Non-profit,Highly selective private,Four-year,MA,369,3.643702,34.690586,1.2640215
1781,"Wheaton College of Wheaton, IL",Private Non-profit,Highly selective private,Four-year,IL,585.33331,5.5614843,30.775074,1.711551
3831,Wheeling Jesuit University,Private Non-profit,Selective private,Four-year,WV,218.33333,6.8703742,19.220747,1.3205372
2228,Wheelock College,Private Non-profit,Selective private,Four-year,MA,142.66667,6.8848448,14.091574,.97018296
5291,White Mountains Community College,Public,Two-year (public and private not-for-profit),Two-year,NH,132.66667,12.835333,6.9427848,.89112949
3803,Whitman College,Private Non-profit,Other elite schools (public and private),Four-year,WA,353.66666,2.7092018,32.778927,.88804728
1342,Whittier College,Private Non-profit,Selective private,Four-year,CA,251,7.889801,37.492298,2.9580679
3804,Whitworth University,Private Non-profit,Selective private,Four-year,WA,384.66666,3.6984177,13.569644,.50186205
5498,Wichita Area Technical College,Public,Two-year (public and private not-for-profit),Two-year,KS,199,18.235668,4.1656842,.75964034
1950,Wichita State University,Public,Selective public,Four-year,KS,1494.6666,7.1082501,17.011162,1.209196
10503,Wichita Technical Institute,Private For-profit,Two-year for-profit,Two-year,KS,59,27.648672,2.0443265,.56522912
3313,Widener University,Private Non-profit,Selective private,Four-year,PA,482.33334,6.0739813,33.165863,2.0144885
2983,Wilkes Community College,Public,Two-year (public and private not-for-profit),Two-year,NC,378,13.640115,9.1120901,1.2428995
3394,Wilkes University,Private Non-profit,Selective private,Four-year,PA,360,6.4467297,44.662106,2.8792453
3227,Willamette University,Private Non-profit,Selective private,Four-year,OR,392.33334,3.501075,52.419453,1.8352445
2447,William Carey University,Private Non-profit,Selective private,Four-year,MS,180.66667,15.10743,13.485064,2.0372465
2524,William Jewell College,Private Non-profit,Selective private,Four-year,MO,263.66666,3.6533825,15.133664,.55289066
2625,William Paterson University Of New Jersey,Public,Selective public,Four-year,NJ,1286.6666,8.7964382,32.257378,2.8375006
2953,William Peace University,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,NC,132.33333,6.0932608,11.250123,.68549931
1900,William Penn University,Private Non-profit,Selective private,Four-year,IA,143.16667,9.7167206,16.609699,1.6139179
2525,William Woods University,Private Non-profit,Selective private,Four-year,MO,153.33333,4.6395679,6.137063,.28473321
1106,Williams Baptist College,Private Non-profit,Selective private,Four-year,AR,106.66666,14.137162,10.357448,1.4642493
2229,Williams College,Private Non-profit,Other elite schools (public and private),Four-year,MA,475.5,3.1959205,30.870003,.98658073
9322,Williamsburg Technical College,Public,Two-year (public and private not-for-profit),Two-year,SC,86,36.871086,3.663348,1.3507162
3007,Williston State College,Public,Two-year (public and private not-for-profit),Two-year,ND,170.33333,14.718456,21.930895,3.2278891
3142,Wilmington College,Private Non-profit,Selective private,Four-year,OH,294.33334,7.2296314,12.90458,.9329536
7948,Wilmington University,Private Non-profit,Selective private,Four-year,DE,307,5.0092077,16.722641,.83767188
4845,Wilson Community College,Public,Two-year (public and private not-for-profit),Two-year,NC,263.66666,25.769711,6.0122099,1.5493289
2985,Wingate University,Private Non-profit,Selective private,Four-year,NC,232,6.865561,18.071833,1.2407327
2986,Winston-Salem State University,Public,Selective public,Four-year,NC,466.33334,21.012121,14.410923,3.0280406
3456,Winthrop University,Public,Selective public,Four-year,SC,855,7.6472988,18.161322,1.3888506
11824,Wisconsin Indianhead Technical College,Public,Two-year (public and private not-for-profit),Two-year,WI,642,11.806889,7.9452524,.93808705
21366,Wisconsin Lutheran College,Private Non-profit,Selective private,Four-year,WI,147.66667,2.7858174,22.509876,.62708402
3143,Wittenberg University,Private Non-profit,Selective private,Four-year,OH,474.83334,3.1525121,25.323994,.79834193
3457,Wofford College,Private Non-profit,Highly selective private,Four-year,SC,261.66666,3.7601516,31.45187,1.1826379
7405,Wood Tobe - Coburn School,Private For-profit,Two-year for-profit,Two-year,NY,129,41.312565,17.706722,7.3151016
1343,Woodbury University,Private Non-profit,Selective private,Four-year,CA,115.66666,18.690575,34.051167,6.3643589
20739,Wor-Wic Community College,Public,Two-year (public and private not-for-profit),Two-year,MD,421.5,18.986471,11.094049,2.1063683
2233,Worcester Polytechnic Institute,Private Non-profit,Highly selective private,Four-year,MA,598,3.2200336,67.571968,2.1758401
2190,Worcester State University,Public,Selective public,Four-year,MA,660.66669,6.1302004,24.392248,1.4952939
11859,Word Of Life Bible Institute,Private Non-profit,Two-year (public and private not-for-profit),Two-year,NY,248.33333,7.1625991,7.0694408,.5063557
25909,Wright Career College,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,KS,249.33333,42.113823,1.1360546,.47843605
3078,Wright State University,Public,Selective public,Four-year,OH,2096.3333,4.6605697,16.685539,.77764118
3761,Wytheville Community College,Public,Two-year (public and private not-for-profit),Two-year,VA,267.33334,18.624439,9.9899817,1.8605779
3144,Xavier University,Private Non-profit,Selective private,Four-year,OH,748.66669,2.6079178,32.432072,.84580183
