super_opeid,name,type,tier,iclevel,state,parq,success_by_q,percent
3135,Walsh University,Private Non-profit,Selective private,Four-year,OH,4,33.829449,36.118378
3135,Walsh University,Private Non-profit,Selective private,Four-year,OH,5,35.194458,23.345116
8863,Walters State Community College,Public,Two-year (public and private not-for-profit),Two-year,TN,1,6.3340611,18.398106
8863,Walters State Community College,Public,Two-year (public and private not-for-profit),Two-year,TN,2,8.592083,22.277395
8863,Walters State Community College,Public,Two-year (public and private not-for-profit),Two-year,TN,3,9.143589,27.398508
8863,Walters State Community College,Public,Two-year (public and private not-for-profit),Two-year,TN,4,12.516335,22.686111
8863,Walters State Community College,Public,Two-year (public and private not-for-profit),Two-year,TN,5,16.738047,9.2398901
25039,Warren County Community College,Public,Two-year (public and private not-for-profit),Two-year,NJ,1,23.113316,9.9666939
25039,Warren County Community College,Public,Two-year (public and private not-for-profit),Two-year,NJ,2,16.361637,10.94563
25039,Warren County Community College,Public,Two-year (public and private not-for-profit),Two-year,NJ,3,15.559429,21.663328
25039,Warren County Community College,Public,Two-year (public and private not-for-profit),Two-year,NJ,4,20.885389,31.224447
25039,Warren County Community College,Public,Two-year (public and private not-for-profit),Two-year,NJ,5,20.476795,26.199909
2979,Warren Wilson College,Private Non-profit,Selective private,Four-year,NC,1,9.5885086,6.592124
2979,Warren Wilson College,Private Non-profit,Selective private,Four-year,NC,2,11.135842,11.077407
2979,Warren Wilson College,Private Non-profit,Selective private,Four-year,NC,3,9.3559113,15.413321
2979,Warren Wilson College,Private Non-profit,Selective private,Four-year,NC,4,9.3355417,21.978178
2979,Warren Wilson College,Private Non-profit,Selective private,Four-year,NC,5,8.7156878,44.938961
1896,Wartburg College,Private Non-profit,Selective private,Four-year,IA,1,23.009655,3.320574
1896,Wartburg College,Private Non-profit,Selective private,Four-year,IA,2,23.292839,10.039699
1896,Wartburg College,Private Non-profit,Selective private,Four-year,IA,3,35.108059,22.534388
1896,Wartburg College,Private Non-profit,Selective private,Four-year,IA,4,34.899166,35.936569
1896,Wartburg College,Private Non-profit,Selective private,Four-year,IA,5,42.97403,28.168768
1949,Washburn University - Topeka,Public,Selective public,Four-year,KS,1,13.460872,6.8165674
1949,Washburn University - Topeka,Public,Selective public,Four-year,KS,2,24.944441,12.773111
1949,Washburn University - Topeka,Public,Selective public,Four-year,KS,3,22.289818,23.666542
1949,Washburn University - Topeka,Public,Selective public,Four-year,KS,4,27.798262,31.255892
1949,Washburn University - Topeka,Public,Selective public,Four-year,KS,5,31.5406,25.487877
